"Data","Abertura","Máxima","Mínima","Fechamento"
"11/16/2021","322,501","323.9","320","322"
"11/17/2021","324.5","327","322","326.1"
"11/18/2021","326,501","328","325.1","327.5"
"11/19/2021","327.51","328.5","324.1","328.5"
"11/20/2021","323,003","323,003","320","320"
"11/21/2021","323,003","323,003","320","320"
"11/22/2021","323,003","323,003","320","320"
"11/23/2021","323,999","323,999","318.2","318.5"
"11/24/2021","318.5","318.5","315.11","316.2"
"11/25/2021","315","315.8","314.5","315"
"11/26/2021","320,001","322,987","315.1","315.51"
"11/27/2021","317,041","319","317,041","318"
"11/28/2021","317,041","319","317,041","318"
"11/29/2021","317,041","319","317,041","318"
"11/30/2021","318.2","320.4","318","320"
"12/1/2021","317.01","320.2","317.01","320.2"
"12/2/2021","317,499","318","314","315.3"
"12/3/2021","315","321","313","320.5"
"12/4/2021","321.1","321.5","319.01","320.3"
"12/5/2021","321.1","321.5","319.01","320.3"
"12/6/2021","321.1","321.5","319.01","320.3"
"12/7/2021","317.2","319.5","317","319.5"
"12/8/2021","315,999","315,999","313.6","314.2"
"12/9/2021","313","318","311.5","318"
"12/10/2021","313,611","317.5","313,611","317"
"12/11/2021","317,511","322.8","317.01","322"
"12/12/2021","317,511","322.8","317.01","322"
"12/13/2021","317,511","322.8","317.01","322"
"12/14/2021","319.95","319.95","319.95","319.95"
"12/15/2021","320.5","321.1","319.8","321.1"
"12/16/2021","322.25","325.2","322.25","324"
"12/17/2021","328","328","325","326,999"
"12/18/2021","325.1","326.5","324.51","325.7"
"12/19/2021","325.1","326.5","324.51","325.7"
"12/20/2021","325.1","326.5","324.51","325.7"
"12/21/2021","327,999","328","325","326"
"12/22/2021","324.7","327,998","324.5","324.5"
"12/23/2021","324","327","324","324.8"
"12/24/2021","322.96","324.5","321.51","323"
"12/25/2021","322.96","324.5","321.51","323"
"12/26/2021","322.96","324.5","321.51","323"
"12/27/2021","322.96","324.5","321.51","323"
"12/28/2021","325","325","322","322"
"12/29/2021","321","325.5","321","324.5"
"12/30/2021","324.5","330","324.5","330"
"12/31/2021","326,996","326,996","323","324"
"1/1/2022","326,996","326,996","323","324"
"1/2/2022","326,996","326,996","323","324"
"1/3/2022","326,996","326,996","323","324"
"1/4/2022","325","327","324.06","326.8"
"1/5/2022","326,101","328.5","326,101","328.5"
"1/6/2022","322.6","325.5","321.5","321.5"
"1/7/2022","322,999","323","322,999","323"
"1/8/2022","323","324","323","323.8"
"1/9/2022","323","324","323","323.8"
"1/10/2022","323","324","323","323.8"
"1/11/2022","325","325","321.5","321.5"
"1/12/2022","319,813","322","319,813","320.2"
"1/13/2022","319.6","321","318.5","321"
"1/14/2022","320,491","320,491","316","317.1"
"1/15/2022","317.09","318.6","317.09","318.4"
"1/16/2022","317.09","318.6","317.09","318.4"
"1/17/2022","317.09","318.6","317.09","318.4"
"1/18/2022","318.2","320","316.01","320"
"1/19/2022","315.1","315.3","315","315"
"1/20/2022","315.1","315.3","315","315"
"1/21/2022","318","318","315","317"
"1/22/2022","318","322","317","321"
"1/23/2022","318","322","317","321"
"1/24/2022","318","322","317","321"
"1/25/2022","321","322","319","319"
"1/26/2022","318","318.95","314","317.28"
"1/27/2022","312,001","312.5","306.52","311"
"1/28/2022","310,489","310.49","304,001","306"
"1/29/2022","305.11","305.11","301","302.5"
"1/30/2022","305.11","305.11","301","302.5"
"1/31/2022","305.11","305.11","301","302.5"
"2/1/2022","310","312.8","302","302,002"
"2/2/2022","302,041","304.98","302","304.98"
"2/3/2022","302.31","302.4","302.3","302.4"
"2/4/2022","304.1","308","303","304.5"
"2/5/2022","302.6","306.99","300.06","300.06"
"2/6/2022","302.6","306.99","300.06","300.06"
"2/7/2022","302.6","306.99","300.06","300.06"
"2/8/2022","304","306","303","306"
"2/9/2022","305.5","306","303.71","304"
"2/10/2022","302","304.9","301","304.47"
"2/11/2022","302.2","312","302","311.5"
"2/12/2022","309","312.13","308.9","312"
"2/13/2022","309","312.13","308.9","312"
"2/14/2022","309","312.13","308.9","312"
"2/15/2022","304.1","308","304.1","308"
"2/16/2022","305,801","306.5","303.33","304"
"2/17/2022","306,001","325","306,001","325"
"2/18/2022","312","312","308","310"
"2/19/2022","307","318","302.79","317"
"2/20/2022","307","318","302.79","317"
"2/21/2022","307","318","302.79","317"
"2/22/2022","308","309.5","305","305"
"2/23/2022","303.01","305.25","303","305.25"
"2/24/2022","319","323","312","317.5"
"2/25/2022","317.5","317.5","307,012","307,012"
"2/26/2022","312,501","316","311.01","315.01"
"2/27/2022","312,501","316","311.01","315.01"
"2/28/2022","312,501","316","311.01","315.01"
"3/1/2022","312,501","316","311.01","315.01"
"3/2/2022","312,501","316","311.01","315.01"
